"104","Dr. P. K. Mandal","Role and Influence of Microalloying with Silver on Mechanical  Properties and Deformation Behavior of Aluminum-Copper Alloys","Dr. P. S. Robi","2018"
"105","Dr. J. K. Patel","A Generic and Robust Numerical Framework for Multiphase Flows using Volume-of-Fluid/Immersed Boundary Methods","Dr. G. Natarajan","2018"
"106","Dr. A. S. Pavan Kumar","Active control of annular plates through the design of extension/shear mode PFC actuators","Dr. S. Panda","2018"
"107","Dr. A. Rajak","Electromagnetic Crimping of Terminal - Wire Interconnections","Dr. S. D. Kore","2018"
"108","Dr. P. Gangsar","Multiple Fault Classification of Induction Motor Based on Vibration and Current Signals Using Support Vector Machine Algorithm","Dr. R Tiwari","2018"
"109","Dr. P. Borgohain","Development and application of a generic quasi-incompressible framework for miscible fluid flows","Dr. A. Dalal","2018"
"110"," Dr. A. Barman","Nanofinishing of Freeform Surface using Magnetic Field Assisted Finishing (MFAF) Process","Dr. M. Das","2018"
"111","Dr. M. Kevat","Simulation of Chemical Looping Cumbustion using Coal and Biomass Mixtures","Dr. T. Banerjee and Dr. V. Kulkarni","2018"
"112","Dr. A. K. Mondal","Experimental and Numerical Study of Submerged Arc Welding Induced Thermal History, Residual Stresses, Distortion and Weldment Characterization","Dr. P. Biswas","2018"
"113","Dr. K. Borah","Finite volume and meshless algorithms for ideal magnetohydrodynamics","Dr. G. Natarajan and Dr. A. K. Dass","2018"
"114","Dr. A. Kumar","Design of 1-3/0-3 viscoelastic composite layer for augmented active/passive constrained layer damping of structural vibration.","Dr. S. Panda","2018"
"115","Dr. S. Agarwal","Surface Junction Thermal Probe for Transient Measurements - Conceptual Design to Field Application","Dr. N. Sahoo","2018"
"116","Dr. Besufekad","A Study on the Performance of Laser based Bending","Dr. Uday S. Dixit","2018"
"117","Dr. Subrat Kotoky","Development and application of a generic finite volume multiphase flow solver for gas-particulate flows","Dr. A. Dalal and Dr. G. Natarajan","2018"
"118","Dr. Chandan Kumar","Experimental Investigation and Numerical Simulation of Fiber Laser Welding of Ti-6Al-4V Alloy and SS-316L","Dr. M. Das","2018"
"119","Dr. Snehasish Panigrahy","Investigation on Combustion in Porous Inert Burners Using Gaseous and Liquid Fuels","Dr. S. C. Mishra","2018"
"120","Dr. V. Pandey","Dynamics of vapor bubbles and associated heat transfer in various regimes of boiling","Dr. G. Biswas and Dr. A. Dalal","2018"
"121","Dr. Mukul Parmananda","Development of a finite volume framework for convective-radiative flows on unstructured grids","Dr. A. Dalal","2018"
"122","Dr. Susanta Behera","Three dimensional static and dynamic analysis of hybrid plate using multi-term multi-field extended Kantorovich Method","Dr. Poonam Kumari","2018"
"123","Dr. Hiranya Deka","Analysis of Free Surface Flows in Formation, Coalescence and Impact of Drops on Liquid Surfaces","Dr. G. Biswas, Dr. A. Dalal","2018"
"124","Dr. Chilaka Ravichandra Rao","Experimental and Numerical Investigations on Sensible Heat Storage Systems","P. Muthukumar","2018"
"125","Dr. S. R. Nanda","Force Recovery Technique for Multi-component balances under Impulsive Loading in High Speed Flow Experiments","Dr. N. Sahoo","2018"
"126","Dr. A. K. Kadian","Material Flow Analysis of Similar and Dissimilar Friction Stir Welding","Dr. P. Biswas","2018"
"127","Dr. N. Barakat","Evolutionary Multi-objective Optimization for Bulldozer and its Blade in Soil Cutting","Dr. D. Sharma","2018"
"128","Dr. B. K. Naik","Design and Performance Assessments of Solar Driven Liquid Desiccant Air Conditioning System Components","Dr. P. Muthukumar","2019"
"102","Dr. D. Shankar","Analysis and Scaling of Coupled Neutronic Thermal Hydraulic Instabilities of Supercritical Water-cooled Reactor","Dr. M. Pandey and Dr. D. N. Basu ","2018"
"129","Dr. M. K. S. Sarkar","Computational & Experimental Assessment of Supercritical Natural Circulation Loop: Steady-state Thermalhydraulics & Stability Aspects","Dr. D. N. Basu","2019"
"130","Dr. D. Mallick","Co-gasification of biomass-coal and various biomass blends: mechanistic investigations and pilot scale application","Dr. P. Mahanta and Dr. V. S. Moholkar","2019"
"131","Dr. S. Desai","Numerical Study of Flow Alteration Techniques and High Temperature Effects at Supersonic/Hypersonic Speeds","Dr. V. Kulkarni and Dr. G. Natarajan","2019"
"132","Dr. M. W. Mekonen","Evaluation of Engine Characteristics for a Compression Ignition Engine Fueled with Preheated and Blends of Biodiesel","Dr. N. Sahoo","2019"
"133","Dr. S. J. Rapur","Diagnosis of Multiple Independent and Coexisting Mechanical and Hydraulic Faults in Centrifugal Pumps Using Algorithms Based On Support Vector Machines","Dr. R. Tiwari","2019"
"134","Dr. B. Nath","Migration of liquid drops through narrow passages and flow dynamics of cancer cells through constricted microchannel","Dr. A. Dalal and Dr. G. Biswas ","2019"
"135","Dr. B. M. Barkachary","Numerical and experimental studies on single point diamond turning of brittle and ductile materials","Dr. S. N. Joshi","2019"
"136","Dr. S. Brahmachary","Finite Volume/Immersed Boundary Solvers for Compressible Flows: Development and Applications","Dr. G. Natarajan and Dr. N. Sahoo","2019"
"137","Dr. R. R. Behera","Bioceramic Coating on Ti Alloy using Magnetron Sputtering for Orthopedic Applications","Dr. M. Ravi Sankar","2019"
"138","Dr. M. Basumatary","Development of a novel computational framework for non-Newtonian fluid flows with applications to hemodynamics","Dr. V. Kulkarni and Dr. G. Natarajan","2019"
"156","Dr. J. P. Ekka","Performance, Techno-Economic and Enviro-Economic Analyses on Forced Convection Mixed Mode Solar Cabinet Dryer","Dr. P. Muthukumar","2020"
"139","Dr. G. Kumar","Magnetic Field Analysis, Modelling and Vibration Control in Bridge Configured Winding Induction Machines","Dr. K. Kalita and Dr. A. Banerjee","2019"
"140","Dr. A. Alok ","Sustainable dry hard turning of AISI52100 hard steel with new coating material (HSN2) on carbide insert and simulation of forces","Dr. M. Das","2019"
"141","Dr. D. S. D. Dev","Nanofinishing and Surface Integrity Enhancement of Inertial Sensor Microstructures using Medium Pressure Plasma Process","Dr. M. Das","2019"
"142","Dr. V. Babu","Studies on the influence of processing techniques and their parameters on the characteristics of Cu/CNT composites having different CNT size and its concentration for steel industries","Dr. S. Kanagaraj","2019"
"143","Dr. P.  K. Talukdar","In-situ experiments and numerical simulation of vertical-axis hydrokinetic turbines for small-scale power generation","Dr. V. Kulkarni and Dr. U. K. Saha","2019"
"144","Dr. A. Sarkar","Role of global fuel-air equivalence ratio and intake charge preheating in dual fuel diesel engines run on biogas and blended oxygenated pilot fuels","Dr. U. K. Saha","2019"
"145","Dr. A. K. Agrawal","A study on end forming of metallic tubes","Dr. R. G. Narayanan","2019"
"146","Dr. R. Saikia","Transient Hydrodynamics and Heat transfer behaviour along with Heat recovery in a Pressurized Circulating Fluidized Bed Unit"," Dr. P. Mahanta","2019"
"147","Dr. S. Prasad","Investigation and Analysis of Micro Plasma Arc Welding of SS-316L Sheet","Dr. S. Pal & Dr. P. S. Robi","2019"
"148","Dr. D. Gayen","Finite Element Analysis of a Functionally Graded Shaft with Transverse Cracks in a Rotor-Bearing System","Dr. D. Chakraborty & Dr. R. Tiwari","2019"
"149","Dr. Md. N. Alom","Aerodynamic Drag and Lift Characteristics of a Newly Developed Elliptical-bladed Savonius Wind Turbine Rotor","Dr. U. K. Saha","2019"
"150","Dr. A. Iqbal","Development and Experimental Validation of Simple Methodologies for Modelling of Flow Boiling in Microchannels with Large Pressure Drop","Dr. M. Pandey","2019"
"151","Dr. T. P. Saju","Friction Stir Form Joining of AA 5052-H32 and AA 6061-T6 Sheets","Dr. R. G. Narayanan","2019"
"152","Dr. A. Prasad","Development and Characterization of  nano-Hydroxyapatite based Bioabsorbable Polymeric Internal Fixation Devices","Dr. M. R. Sankar & Dr. Vimal Katiyar","2019"
"153","Dr. R. Kumar","Development of Kinetic-Theory-Based High-Resolution Schemes for the Euler and Navier-Stokes Equations of Gas Dynamics.","Dr. A. K. Dass","2019"
"154","Dr. N. Sivaramakrishnan","A Numerical and Experimental Investigation of the Mitigation of the Unbalanced Magnetic Pull in a Bridge Configured Induction Machine","Dr. K. Kalita","2020"
"157","Dr. S. Pandian","Characteristics of cavities during start transient and established flow conditions at supersonic Mach number","Dr. N. Sahoo","2020"
"158","Dr. Rajkumar  Shufen","Thermally Assisted Autofrettage of Thick Cylinders","Dr. U. S. Dixit","2020"
"155","Dr. L. K. Kaushik","Performance and Feasibility Assessment of Porous Radiant Burner Aided Cook-stoves for LPG, Biogas and Waste Cooking Oil Fuels","Dr. P. Muthukumar","2020"
"159","Dr. Sangjukta Devi","Development and performance analysis of a crude biogas operated sideway faced porous radiant burner","Dr. N. Sahoo","2020"
"160","Dr. Vikash Kumar","Modeling and Optimization of Single Pass Laser Bending with Inverse Estimation","Dr. U. S. Dixit","2020"
"161","Dr. Ashutosh Kumar","Effect of Non-Newtonian Lubricants on the Performance of Two-Axial Groove and Multi-Lobe Pressure Dam Bearing","Dr. S. K. Kakoty","2020"
"162","Dr. R. S. Gorthi"," Dynamics and Control of Capillary Filling in Microfluidic Channels","Dr. G. Biswas and Dr. P. K. Mondal","2020"
"163","Dr. Arnab Chanda","Nonlinear Dynamic Analysis of Flexible Workpiece and Tool in Turning Operation","Dr. S. K. Dwivedy","2020"
"164","Dr. Dhrubajyoti Kashyap","Lattice Boltzmann Simulation of Fluid Flows with Special Emphasis on Nanofluid Flow through Porous Structures: Development and Applications","Dr. A. K. Dass","2020"
"165","Dr. Anshul Garg","Nonlinear Dynamics of Piezoelectric Based Energy Harvester with Parametric and Galloping Instabilities","Dr. S. K. Dwivedy","2020"
"166","Dr. S. Sajith","Experimental and numerical investigation of equivalent stress intensity factor models for fatigue life predictions","Dr. K. S. R. K. Murthy and Dr. P. S. Robi","2020"
"167","Dr. P. V. S. S. Sridhar","Numerical and Experimental Investigation on Single Side, Double Side and Heat Sink Assisted Submerged Arc Welded Butt Joint of Stainless Steels","Dr. P. Biswas and Dr. P. Mahanta","2020"
"168","Dr. Kiran Saikia","Experimental and Numerical Investigation of Instabilities Generated in Natural Circulation Parallel Channel Boiling Systems ","Dr. D. N. Basu","2020"
"169","Dr. Abhijit Gogoi","Graphene Oxide and Graphene in Membrane Applications: A Molecular Dynamics Simulation Study","Dr. P. K. Mondal and Dr. Anki Reddy (CL)","2020"
"170","Dr. Bhaben Kalita","Nonlinear Dynamic Analysis of Pneumatic Artificial Muscle Actuator under Forced and Parametric Excitations","Dr. S. K. Dwivedy","2020"
"171","Dr. Vishnu Venugopal T","Statistical Coherence of Large-Scale Circulation in Turbulent Rayleigh-Bénard Convection","Dr. A. K. De","2020"
"172","Dr. Harshad S. Gaikwad"," Electrohydrodynamics in Polyelectrolyte Layer Grafted Narrow-Fluidic Channels","Dr. P. K. Mondal","2020"
"173","Dr. Amit Raj","Strength enhancement of Autoclaved Aerated Concrete (AAC) block and its masonry","Dr. U. S. Dixit","2020"
"174","Dr. Maryom Dabi"," Exploring the applicability of Mesua ferrea linn oil as an alternative to diesel in compression ignition engines","Dr. U. K. Saha","2020"
"175","Dr. Sagar H. Pawar","Electromagnetic Forming and Perforation of Tubes","Dr. S. D. Kore and Dr. A. Nandy","2021"
"176","Dr. Rajkumar Sarma","Surface Tension Modulated Instabilities in Thin Liquid Films","Dr. P. K. Mondal","2021"
"177","Dr. Pritam K. Rana","Friction Stir Spot Welding of Sandwich Sheets Made of AA5052-H32 Skin and HDPE Core","Dr. R. G. Narayanan","2021"
"178","Dr. Rajendra Prasad Soni","Study of Linear Stability and Heat Transfer Characteristics of Water Flows with Density Inversion","Dr. G. Madhusudhana","2021"
"179","Dr. Sudip Shyam","Investigation into the Transport Phenomena of Ferrofluids in Small-scale Systems","Dr. P. K. Mondal and Dr. Balkrishna Mehta","2021"
"180","Dr. Samir K. Panda","Development and Fabrication of cost-effective Gold-Polypyrrole actuator for underwater application","Dr. D. Bandopadhya","2021"
"181","Dr. G. Sai Praneeth","Computational Modeling and Analysis of Coupled Adhesion and Friction in Gecko Spatula Peeling","Dr. S. S. Gautam","2021"
"182","Dr. Vishal Agrawal","An Accurate and Efficient Varying Order NURBS Discretization Method for Isogeometric Analysis of Contact Problems","Dr. S. S. Gautam","2021"
