[150]	1|-0-|P. Kumari|-0-|Three dimensional solutions for smart composite/sandwich plates subjected to Levy-type support conditions using extended Kantorovich method|-0-|2017|-0-|3rd Euro Congress on Iron, Steel and Construction Engineering , November 16-17, 2017 London, United Kingdom|-0-||-0-||-0-||-0-||-0-||-0-||-0-|
[151]	1|-0-|S. Kar and P. Kumari|-0-|A review on three-dimensional solution approaches for bending and dynamic analysis of piezolaminated cylindrical shell structures|-0-|2017|-0-|13th International Conference on Vibration Problems (ICOVP-2017) 29th November - 2nd December, 2017|-0-||-0-||-0-||-0-||-0-||-0-||-0-|
[152]	1|-0-|S. Behera and P. Kumari|-0-|Effect of adhesive thickness on the free vibration of arbitrary supported smart plates|-0-|2017|-0-|13th International Conference on Vibration Problems (ICOVP-2017) 29th November - 2nd December, 2017|-0-||-0-||-0-||-0-||-0-||-0-||-0-|
[153]	1|-0-|B. Prabhakar, P. Kumari, S. Agyapal and K. Shranish ,|-0-|Experimental study of piezoelectric beam under free and forced vibration response for energy harvestin application|-0-|2017|-0-|13th International Conference on Vibration Problems (ICOVP-2017) 29th November - 2nd December, 2017|-0-||-0-||-0-||-0-||-0-||-0-||-0-|
[154]	1|-0-|A. Singh, P. Kumari|-0-|Analytical solution of functionally graded beam having longitudinal stiffness variation.|-0-|2017|-0-|International Conference on Composite Materials and Structures, 27-29th December 2017, Hyderabad, India|-0-||-0-||-0-||-0-||-0-||-0-||-0-|
[155]	1|-0-|P. Kumari. S. Kar|-0-|Three dimensional elasticity solution for a simply supported cylindrical composite panel using the extended Kantorovich method.|-0-|2017|-0-|International Conference on Composite Materials and Structures, 27-29th December 2017, Hyderabad, India|-0-||-0-||-0-||-0-||-0-||-0-||-0-|
[156]	1|-0-|Lakshmi DVN, Apurba Layek, Muthukumar, P|-0-|Drying of moringa olefera leaves in mixed mode and indirect forced convection solar dryers|-0-|2018|-0-|Proceedings of Proceedings of the International Conference on Sustainable Energy and Environmental Challenges (SEEC-2018) 01 – 03, January, 2018, IISc Bangalore|-0-||-0-||-0-||-0-||-0-||-0-||-0-|
[157]	1|-0-|Kaushik L K, Deb S, Muthukumar P|-0-|Life cycle and techno-economic assessments of domestic and commercial LPG cook-stove with porous radiant burner,|-0-|2018|-0-|Proceedings of Proceedings of the International Conference on Sustainable Energy and Environmental Challenges (SEEC-2018) 01 – 03, January, 2018, IISc Bangalore|-0-||-0-||-0-||-0-||-0-||-0-||-0-|
[158]	1|-0-|Jasinta PE, Lakshmi DVN, Yashwant K, Muthukumar, P|-0-|Drying characteristic of mixed mode type solar dryer using forced convection and thermal storage for ginger|-0-|2017|-0-|Proceedings of the 24th National and 2nd International ISHMT-ASTFE Heat and Mass Transfer conference (ihmtc-2017), BITS Pilani, Hyderabad, December 27-30, 2017|-0-||-0-||-0-||-0-||-0-||-0-||-0-|
[159]	1|-0-|Lakshmi DVN, Muthukumar P, Apurba Layek, Abhimanyu KS, Sushoban D|-0-|Performance analysis of double pass counter flow solar air heater for drying application|-0-|2017|-0-|Proceedings of the 24th National and 2nd International ISHMT-ASTFE Heat and Mass Transfer conference (ihmtc-2017), BITS Pilani, Hyderabad, December 27-30, 2017|-0-||-0-||-0-||-0-||-0-||-0-||-0-|
[160]	1|-0-|Kaushik L K, Deb S, Muthukumar P|-0-|Assessment of energy saving potential in self aspirated LPG stove with porous radiant burner|-0-|2017|-0-|Proceedings of the 24th National and 2nd International ISHMT-ASTFE Heat and Mass Transfer conference (ihmtc-2017), BITS Pilani, Hyderabad, December 27-30, 2017.|-0-||-0-||-0-||-0-||-0-||-0-||-0-|
[161]	1|-0-|Niyas H, Muthukumar P|-0-|Appropriate sizing prediction and performance evaluation of the shell-and-tube latent heat storage uni|-0-|2017|-0-|Proceedings of the 24th National and 2nd International ISHMT-ASTFE Heat and Mass Transfer conference (ihmtc-2017), BITS Pilani, Hyderabad, December 27-30, 2017|-0-||-0-||-0-||-0-||-0-||-0-||-0-|
[162]	1|-0-|Lakshmi DVN, Apurba Layek, Muthukumar, P|-0-|Performance analysis of a mixed mode forced convection solar dryer with and without thermal energy storage heat exchanger|-0-|2017|-0-|Presented at International Conference on Mechanical Materials and Renewable Energy, Sikkim Manipal Institute of Technology, Sikkim,8-10th Dec 2017|-0-||-0-||-0-||-0-||-0-||-0-||-0-|
[163]	1|-0-|Kaushik L K, Deb S, Muthukumar P.|-0-|Energy Saving and Techno-economic Assessment of Self Aspirated Domestic LPG Stove with Porous Radiant Burner|-0-|2017|-0-|Presented at International Conference on Mechanical Materials and Renewable Energy, Sikkim Manipal Institute of Technology, Sikkim,8-10th Dec 2017|-0-||-0-||-0-||-0-||-0-||-0-||-0-|
[164]	1|-0-|U K Tarai, P S Robi and Sukhomay Pal|-0-|Development of a Novel Ni-Fe-Cr-B-Si Interlayer Material for Transient Liquid Phase Bonding of Inconel 718|-0-|2017|-0-|International Conference on Recent Advances in Materials & Manufacturing Technologies (IMMT 2017), BITS Pilani Dubai Campus, Dubai, UAE, November 28-29, 2017|-0-||-0-||-0-||-0-||-0-||-0-||-0-|
[165]	1|-0-|A. Singh, N. A. Manikandan, M. Ravi Sankar, K. Pakshirajan, L. Roy|-0-|Experimental Investigation and Surface Morphology of Bio-Micromachining on Copper|-0-|2017|-0-|7th International Conference of Materials Processing and Characterization (ICMPC), 17-19 March, 2017, GRIET Hyderabad, India, 2017.|-0-||-0-||-0-||-0-||-0-||-0-||-0-|
[166]	1|-0-|B.V. Ramanaiah, B. Manikanta, M. Ravi Sankar, M.Malhotra, K. Kumar Gajrani|-0-|Experimental Study of Deflection and Surface Roughness in Thin Wall Machining of Aluminum Alloy|-0-|2017|-0-|7th International Conference of Materials Processing and Characterization (ICMPC), 17-19 March, 2017, GRIET Hyderabad, India, 2017.|-0-||-0-||-0-||-0-||-0-||-0-||-0-|
[167]	1|-0-|K. Kumar Gajrani, P. S. Suvin, S.Vasu Kailash, M. Ravi Sankar|-0-|Comparative studies on thermal, rheological behavior of eco-friendly cutting fluids and their machining performance|-0-|2017|-0-|6th International and 27th All India Manufacturing Technology Design and Research (AIMTDR) Conference, 16-18 December, 2016, COEP Pune|-0-||-0-||-0-||-0-||-0-||-0-||-0-|
[168]	1|-0-|K. Kumar Gajrani, S. Kumar Mallick,M. Ravi Sankar|-0-|Comparative Studies on Mineral Oil, Eco Friendly Bio-Cutting Fluids Treatment and their Machining Performance|-0-|2017|-0-|,National Conference on Sustainable Mechanical Engineering: Today and Beyond (SMETB), March 25-26, 2017, Tezpur University, India.(Best Paper Award)|-0-||-0-||-0-||-0-||-0-||-0-||-0-|
[169]	1|-0-|M. Ravi Sankar, K. Kumar Gajrani|-0-|Cutting Fluid Emissions and Eco-Friendly Cutting Fluid for Sustainable Machining|-0-|2017|-0-|Proceedings of the National Conference on Sustainable Mechanical Engineering: Today and Beyond (SMETB), March 25-26, 2017, Tezpur University, Assam, India.|-0-||-0-||-0-||-0-||-0-||-0-||-0-|
[170]	1|-0-|A. Singh, N. A. Manikandan, M. Ravi Sankar, K. Pakshirajan, L. Roy|-0-|Development of Nozzle Feature on Copper Surface by Bio-Micromachining|-0-|2017|-0-|International Conference on Manufacturing Technology and Simulation (ICMTS), 7-8 July, 2017, IIT Madras, India, 2017. (Best Paper Award)|-0-||-0-||-0-||-0-||-0-||-0-||-0-|
[171]	1|-0-|S. Singh, M. Ravi Sankar, P. Ranjan, R. Balasubramaniam|-0-|Development and rheological study of the polymer blended viscoelastic medium for finishing of microholes|-0-|2017|-0-|2nd International conference on Advanced Materials Research and Manufacturing Technologies (AMRMT-2017), Aug 02-05, 2017, Phuket, Thailand (Best Presenter Award to M. Ravi Sankar)|-0-||-0-||-0-||-0-||-0-||-0-||-0-|
[172]	1|-0-|M. Ravi Sankar|-0-|Nanofinishing of Bio-Implants using Polymer Rheological Abrasive Complex Suspensions|-0-|2017|-0-|6th Asian Biomaterials Congress (ABMC-2017), October 25-27, 2017. Thiruvananthapuram, India|-0-||-0-||-0-||-0-||-0-||-0-||-0-|
[173]	1|-0-|M. Ravi Sankar|-0-|Rheological and Nano-finishing Studies of Elastically Dominant Multiple Polymers Blend Based Abrasive Flow Finishing Medium|-0-|2017|-0-|International Conference on Advances in Polymer Science and Technology (APA-2017), 23-25 November, 2017, New Delhi, India.|-0-||-0-||-0-||-0-||-0-||-0-||-0-|
[174]	1|-0-|J. Das, P.S. Robi, M. Ravi Sankar|-0-|International Creep Behavior of Nugget Zone of Friction Stir Welded 2014 Aluminum Alloy|-0-|2017|-0-|International conference on Recent Advances in Materials & Manufacturing Technologies, Nov 28-29, 2017, Dubai, UAE.|-0-||-0-||-0-||-0-||-0-||-0-||-0-|
[175, 476]	1|-0-|M. Ravi Sankar|-0-|Nano-finishing of Bio-Implants using Polymer Rheological Abrasive Complex Suspensions|-0-|2018|-0-|4th International Symposium on Advances in Sustainable Polymers (ASP-2018), 8-11 January, 2018, IIT Guwahati, India.|-0-||-0-||-0-||-0-||-0-||-0-||-0-|
[176]	1|-0-|K.K. Gajrani, A. Kumar, M. Ravi Sankar|-0-|Fabrication of Biodegradable Magnesium Alloy (Az 31) Thin Wall with Minimum Quantity Environmental Friendly Cutting Fluids|-0-|2018|-0-|21ST ADNAT Convention and International Symposium on Biodiversity and Biobanking (BIODIVERSE 2018), 27−29 January, 2018, IIT Guwahati, India|-0-||-0-||-0-||-0-||-0-||-0-||-0-|
[177, 477]	1|-0-|K.K. Gajrani, M. Ravi Sankar|-0-|Cutting Fluid Emissions in Mechanical Machining and its Adverse Effects on Biodiversity|-0-|2018|-0-|21ST ADNAT Convention and International Symposium on Biodiversity and Biobanking (BIODIVERSE 2018), 27−29 January, 2018, IIT Guwahati, India.|-0-||-0-||-0-||-0-||-0-||-0-||-0-|
[178]	1|-0-|R.R. Behera, A.H., L.Pandey,, M. Ravi Sankar|-0-|Laser Surface Bio-Coating of Functionally Graded TiO2-HAp on Textured Ti Alloy for Enhancing Bioactivity and Cell Proliferation|-0-|2018|-0-||-0-||-0-||-0-||-0-||-0-||-0-||-0-|
[179]	1|-0-|M. Bhuyan, A. Sarmah, K.K. Gajrani, A. Pandey, T.G. Thulkar, M. Ravi Sankar|-0-|State of Art on Minimum Quantity Lubrication in Grinding Process|-0-|2018|-0-|8th International Conference of Materials Processing and Characterization (ICMPC), 16−18 March, 2018, GRIET Hyderabad, India.|-0-||-0-||-0-||-0-||-0-||-0-||-0-|
[180]	1|-0-|S. Banik, N. Kalita, K.K. Gajrani, R. Kumar, M. Ravi Sankar|-0-|Recent Trends in Laser Assisted Machining of Ceramic Materials|-0-|2018|-0-|8th International Conference of Materials Processing and Characterization (ICMPC), 16−18 March, 2018, GRIET Hyderabad, India.|-0-||-0-||-0-||-0-||-0-||-0-||-0-|
[181]	1|-0-|M. Ravi Sankar, V.K. Jain , K.P. Rajurkar|-0-|Rheological and Nano-finishing Studies of Elastically Dominant Multiple Polymers Blend Based Abrasive Flow Finishing Medium|-0-|2018|-0-|19th CIRP Conference on Electro Physical and Chemical Machining, 23-27 April 2018, Bilbao, Spain, (Accepted).|-0-||-0-||-0-||-0-||-0-||-0-||-0-|
[182]	1|-0-|Kishor Kumar Gajrani, Subrat Kumar Mallick, M. Ravi Sankar|-0-|Comparative Studies on Mineral Oil, Eco Friendly Bio-Cutting Fluids Treatment and their Machining Performance|-0-|2017|-0-|Proceedings of the National Conference on Sustainable Mechanical Engineering: Today and Beyond (SMETB), March 25−26, 2017 at Tezpur University, India, pp. 111−116, 2017.|-0-||-0-||-0-||-0-||-0-||-0-||-0-|
[183]	1|-0-|Nada Barakat and Deepak Sharma,|-0-|Multi-Objective Optimization Framework and its Experimental Validation for Bulldozer in Soil Cutting|-0-|2017|-0-|In Proceedings of the Indian Geotechnical Conference 2017 GeoNEst, 14-16 December 2017, IIT Guwahati, India|-0-||-0-||-0-||-0-||-0-||-0-||-0-|
[184]	1|-0-|S. Kirtania and D. Chakraborty|-0-|Representative Volume Element Based Finite Element Modeling of Carbon Nanotube (CNT)-Reinforced Composites with a Broken CNT,|-0-|2017|-0-|Proceedings of the National Conference on Sustainable Mechanical Engineering: Today and Beyond(SMETB), March 25−26, 2017 at Tezpur University, India|-0-||-0-||-0-||-0-||-0-||-0-||-0-|
[185]	1|-0-|S. Kirtania and D. Chakraborty,|-0-|Determination of Thermoelastic Properties of Carbon Nanotube/Epoxy Composites using Finite Element Method,|-0-|2017|-0-|Proceedings of International Conference on Emerging Trends in Nanoscience and Nanotechnology (ICETINN-2017), March 2017, SMIT, Sikkim|-0-||-0-||-0-||-0-||-0-||-0-||-0-|
[186]	1|-0-|Subhajit Sanfui and Deepak Sharma,|-0-|GPU Acceleration of Local Matrix Generation in FEA by Utilizing Sparsity Pattern|-0-|2018|-0-|In 1st International Conference on Mechanical Engineering (INCON 2018), 4–6 January 2018, Jadavpur University, India.|-0-||-0-||-0-||-0-||-0-||-0-||-0-|
[187]	1|-0-|R. Kumar, M. Pandey|-0-|Numerical simulation of slug-plug flow in narrow channels of heat pipe,|-0-|2017|-0-|In: Proc. 44th National Conference on Fluid Mechanics and Fluid Power (FMFP-2017), Kollam, Kerala, India, 2017 (to appear).|-0-||-0-||-0-||-0-||-0-||-0-||-0-|
[188]	1|-0-|A. Kamath, S.K. Sarma, A. Iqbal, M. Pandey|-0-|Numerical simulation of fluid flow and heat transfer in miniature channels incorporating the effect of local properties|-0-|2017|-0-|In: Proc. 44th National Conference on Fluid Mechanics and Fluid Power (FMFP-2017), Kollam, Kerala, India, 2017 (to appear).|-0-||-0-||-0-||-0-||-0-||-0-||-0-|
[189]	1|-0-|V. Satheeshkumar, R. Ganesh Narayanan|-0-|Assessment of Formability of Adhesive Bonded Steel Sheets by Geometrical Heterogeneities|-0-|2017|-0-|lnternational conference on Advances in Materials and Manufacturing (lCAMM 2017), NIFFT Ranchi, India, January 19-21, 2017|-0-||-0-||-0-||-0-||-0-||-0-||-0-|
[190]	1|-0-|V. Satheeshkumar, R. Ganesh Narayanan|-0-|Assessment of formability of adhesive bonded steel sheets by geometrical heterogeneities|-0-|2017|-0-|Proceeding of the International Conference on Advances in Materials and Manufacturing (ICAMM 2017), January 19-21, 2017, pp.9-14|-0-||-0-||-0-||-0-||-0-||-0-||-0-|
[191]	1|-0-|A.Johnney Mertens and S. Senthilvelan|-0-|Adhesive Wear Performance of PP/MWCNT Composites|-0-|2017|-0-|International Conference on Advances in Manufacturing and Materials Engineering AMEE2014 NIT Suratkal March 27th-29th, 2014 Also Published in Procedia Materials Science Volume 5, 2014|-0-||-0-||-0-||-0-||-0-||-0-||-0-|
[192]	1|-0-|Aditya Kumar, Atman Patel and S. K. Dwivedy|-0-|Development of a NAO humanoid based medical assistant|-0-|2017|-0-|Proceedings of ACM Advances in Robotics conference, Indian Institute of Technology, Delhi, Delhi India, June 2017 (AIR’17), 6 pages. DOI: 10.1145/3132446.3134899|-0-||-0-||-0-||-0-||-0-||-0-||-0-|
[193]	1|-0-|Upasana Talukdar and Shyamanta M Hazarika|-0-|Designing spatio-temporal filter using adaptive sliding window for single trial EEG based BCI|-0-|2017|-0-|Proceedings of Advances in Robotics (AIR 2017) - 3r d International Conference of the Robotics Society of India. June 27-July 2, 2017, IIT Delhi, ACM - ICPS.|-0-||-0-||-0-||-0-||-0-||-0-||-0-|
[194]	1|-0-|V. Agrawal, S. S. Gautam|-0-|NURBS-enriched Contact Isogeometric Element for Adhesive Contact Problems|-0-|2017|-0-|Seventh International Conference on Theoretical, Aapplied, Computational and Experimental Mechanics, IIT Kharagpur, 28-30 December 2017 (Accepted)|-0-||-0-||-0-||-0-||-0-||-0-||-0-|
[195]	1|-0-|S. S. Gautam|-0-|GPU-based Simulation of Nonlinear Finite Element Problems|-0-|2017|-0-|Seventh International Conference on Theoretical, Aapplied, Computational and Experimental Mechanics, IIT Kharagpur, 28-30 December 2017 (Accepted)|-0-||-0-||-0-||-0-||-0-||-0-||-0-|
[196]	1|-0-|V. Agrawal, S. S. Gautam|-0-|Enrichment of Finite Elements with Higher Order Hermite Polynomials for Adhesive Contact Problems|-0-|2017|-0-|Indian Conference on Applied Mechanics (INCAM) 2017, MNNIT Allahabad, 5– 7 July 2017 (Accepted)|-0-||-0-||-0-||-0-||-0-||-0-||-0-|
[197]	1|-0-|S. R. Ashirgade, A. Jhalani, S. S. Gautam|-0-|Comparison of Explicit Time Integration Schemes for Dynamic Problems|-0-|2017|-0-|Indian Conference on Applied Mechanics (INCAM) 2017, MNNIT Allahabad, 5– 7 July 2017 (Accepted)|-0-||-0-||-0-||-0-||-0-||-0-||-0-|
[198]	1|-0-|Kumar M., and Gautam S. S.|-0-|Parametric study of ballistic impact using continuum damage mechanics (CDM) model|-0-|2018|-0-|Second Quadrennial International Conference on Structural Integrity (ICONS 2018), IIT Madras, Chennai, India, December 14th – 17th, 2018, (accepted).|-0-||-0-||-0-||-0-||-0-||-0-||-0-|
